"clockTime","down","driveNetYards","drivePlayCount","driveSequenceNumber","driveTimeOfPossession","endClockTime","endYardLine","firstDown","goalToGo","nextPlayIsGoalToGo","nextPlayType","orderSequence","penaltyOnPlay","playClock","playDeleted","playDescription","playDescriptionWithJerseyNumbers","playId","playReviewStatus","isBigPlay","playType","playStats","prePlayByPlay","quarter","scoringPlay","scoringPlayType","shortDescription","specialTeamsPlay","stPlayType","timeOfDay","yardLine","yards","yardsToGo","latestPlay","possessionTeam.abbreviation","possessionTeam.nickName","possessionTeam.franchise.currentLogo.url","scoringTeam.id","scoringTeam.abbreviation","scoringTeam.nickName"
"13:15",4,18,4,6,"1:48","13:04","MIN 30",FALSE,FALSE,FALSE,"XP_KICK",1052,FALSE,"19",FALSE,"(13:15) T.Morstead punts 39 yards to MIN 23, Center-Z.Wood. M.Sherels to MIN 30 for 7 yards (R.Ortiz).","(13:15) 6-T.Morstead punts 39 yards to MIN 23, Center-49-Z.Wood. 35-M.Sherels to MIN 30 for 7 yards (30-R.Ortiz).",1052,NA,NA,"PUNT","list(statId = c(29, 33, 79), yards = c(39, 7, 0), playerName = c(""T.Morstead"", ""M.Sherels"", ""R.Ortiz""), team.id = c(""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""NO"", ""MIN"", ""NO""), gsisPlayer.id = c(""32013030-2d30-3032-3731-3134953fb9f3"", ""32013030-2d30-3032-3735-3437429c92e6"", ""32013030-2d30-3033-3333-3734e8583001""))","NO  4-7  NO 38",2,FALSE,NA,"(13:15) T.Morstead punts 39 yards to MIN 23, Center-Z.Wood. M.Sherels to MIN 30 for 7 yards (R.Ortiz).",TRUE,NA,"18:47:23","NO 38",32,7,NA,"NO","Saints","https://static.www.nfl.com/image/private/{formatInstructions}/league/grhjkahghjkk17v43hdx",NA,NA,NA
"13:04",1,6,3,7,"1:34","","MIN 33",FALSE,FALSE,FALSE,"XP_KICK",1081,FALSE,"22",FALSE,"(13:04) D.Cook left guard to MIN 33 for 3 yards (T.Hendrickson).","(13:04) 33-D.Cook left guard to MIN 33 for 3 yards (91-T.Hendrickson).",1081,NA,FALSE,"RUSH","list(statId = c(10, 79), yards = c(3, 0), playerName = c(""D.Cook"", ""T.Hendrickson""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""MIN"", ""NO""), gsisPlayer.id = c(""32013030-2d30-3033-3338-39337f9ee497"", ""32013030-2d30-3033-3339-33352d286993""))","MIN  1-10  MIN 30",2,FALSE,NA,"(13:04) D.Cook left guard to MIN 33 for 3 yards (T.Hendrickson).",FALSE,NA,"18:50:13","MIN 30",3,10,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"12:33",2,6,3,7,"1:34","","MIN 36",FALSE,FALSE,FALSE,"XP_KICK",1102,FALSE,"14",FALSE,"(12:33) A.Thielen right end to MIN 36 for 3 yards (C.Gardner-Johnson).","(12:33) 19-A.Thielen right end to MIN 36 for 3 yards (22-C.Gardner-Johnson).",1102,NA,FALSE,"RUSH","list(statId = c(10, 79), yards = c(3, 0), playerName = c(""A.Thielen"", ""C.Gardner-Johnson""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""MIN"", ""NO""), gsisPlayer.id = c(""32013030-2d30-3033-3030-3335960ad201"", ""32013030-2d30-3033-3532-3533f7d2f9e1""))","MIN  2-7  MIN 33",2,FALSE,NA,"(12:33) A.Thielen right end to MIN 36 for 3 yards (C.Gardner-Johnson).",FALSE,NA,"18:50:45","MIN 33",3,7,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"11:47",3,6,3,7,"1:34","","MIN 36",FALSE,FALSE,FALSE,"XP_KICK",1123,FALSE,"3",FALSE,"(11:47) (Shotgun) K.Cousins pass incomplete short right to K.Rudolph (P.Williams).","(11:47) (Shotgun) 8-K.Cousins pass incomplete short right to 82-K.Rudolph (26-P.Williams).",1123,NA,FALSE,"PASS","list(statId = c(7, 14, 115, 85, 112), yards = c(0, 0, 0, 0, 9), playerName = c(NA, ""K.Cousins"", ""K.Rudolph"", ""P.Williams"", ""K.Cousins""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043000-2019-8ed4-5a69-08ce2bf7af27""), team.abbreviation = c(""MIN"", ""MIN"", ""MIN"", ""NO"", ""MIN""), gsisPlayer.id = c(NA, ""32013030-2d30-3032-3936-303492e9d55e"", ""32013030-2d30-3032-3739-383145dad36a"", 
""32013030-2d30-3033-3230-3539342c8b46"", ""32013030-2d30-3032-3936-303492e9d55e""))","MIN  3-4  MIN 36",2,FALSE,NA,"(11:47) (Shotgun) K.Cousins pass incomplete short right to K.Rudolph (P.Williams).",FALSE,NA,"18:51:30","MIN 36",0,4,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"11:43",4,6,3,7,"1:34","11:30","NO 30",FALSE,FALSE,FALSE,"XP_KICK",1145,FALSE,"10",FALSE,"(11:43) B.Colquitt punts 51 yards to NO 13, Center-A.Cutting. D.Harris to NO 30 for 17 yards (C.Ham).","(11:43) 2-B.Colquitt punts 51 yards to NO 13, Center-58-A.Cutting. 11-D.Harris to NO 30 for 17 yards (30-C.Ham).",1145,NA,NA,"PUNT","list(statId = c(29, 33, 79), yards = c(51, 17, 0), playerName = c(""B.Colquitt"", ""D.Harris"", ""C.Ham""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043000-2019-8ed4-5a69-08ce2bf7af27""), team.abbreviation = c(""MIN"", ""NO"", ""MIN""), gsisPlayer.id = c(""32013030-2d30-3032-3635-31361c4d7f0a"", ""32013030-2d30-3033-3532-3135f132f2f7"", ""32013030-2d30-3033-3239-3138e13158b6""))","MIN  4-4  MIN 36",2,FALSE,NA,"(11:43) B.Colquitt punts 51 yards to NO 13, Center-A.Cutting. D.Harris to NO 30 for 17 yards (C.Ham).",TRUE,NA,"18:52:07","MIN 36",34,4,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"11:30",1,70,4,8,"2:12","","NO 35",FALSE,FALSE,FALSE,"XP_KICK",1170,FALSE,"13",FALSE,"(11:30) (Shotgun) A.Kamara right tackle to NO 35 for 5 yards (T.Waynes).","(11:30) (Shotgun) 41-A.Kamara right tackle to NO 35 for 5 yards (26-T.Waynes).",1170,NA,FALSE,"RUSH","list(statId = c(10, 79), yards = c(5, 0), playerName = c(""A.Kamara"", ""T.Waynes""), team.id = c(""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043000-2019-8ed4-5a69-08ce2bf7af27""), team.abbreviation = c(""NO"", ""MIN""), gsisPlayer.id = c(""32013030-2d30-3033-3339-3036f296898c"", ""32013030-2d30-3033-3135-34366b684020""))","NO  1-10  NO 30",2,FALSE,NA,"(11:30) (Shotgun) A.Kamara right tackle to NO 35 for 5 yards (T.Waynes).",FALSE,NA,"18:55:11","NO 30",5,10,NA,"NO","Saints","https://static.www.nfl.com/image/private/{formatInstructions}/league/grhjkahghjkk17v43hdx",NA,NA,NA
"10:52",2,70,4,8,"2:12","","NO 46",TRUE,FALSE,FALSE,"XP_KICK",1191,FALSE,"9",FALSE,"(10:52) (Shotgun) Direct snap to T.Hill.  T.Hill right tackle to NO 46 for 11 yards (E.Kendricks; H.Smith).","(10:52) (Shotgun) Direct snap to 7-T.Hill.  7-T.Hill right tackle to NO 46 for 11 yards (54-E.Kendricks; 22-H.Smith).",1191,NA,FALSE,"RUSH","list(statId = c(3, 10, 82, 82), yards = c(0, 11, 0, 0), playerName = c(NA, ""T.Hill"", ""E.Kendricks"", ""H.Smith""), team.id = c(""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27""), team.abbreviation = c(""NO"", ""NO"", ""MIN"", ""MIN""), gsisPlayer.id = c(NA, ""32013030-2d30-3033-3333-3537640eb4b6"", ""32013030-2d30-3033-3135-353413ebca60"", ""32013030-2d30-3032-3936-30366a1af096""))","NO  2-5  NO 35",2,FALSE,NA,"(10:52) (Shotgun) Direct snap to T.Hill.  T.Hill right tackle to NO 46 for 11 yards (E.Kendricks; H.Smith).",FALSE,NA,"18:55:49","NO 35",11,5,NA,"NO","Saints","https://static.www.nfl.com/image/private/{formatInstructions}/league/grhjkahghjkk17v43hdx",NA,NA,NA
"10:09",1,70,4,8,"2:12","","MIN 4",TRUE,FALSE,TRUE,"XP_KICK",1212,FALSE,"6",FALSE,"(10:09) (Shotgun) N.Easton reported in as eligible.  T.Hill pass deep middle to D.Harris to MIN 4 for 50 yards (H.Smith). Pass 50, YAC 0","(10:09) (Shotgun) 62-N.Easton reported in as eligible.  7-T.Hill pass deep middle to 11-D.Harris to MIN 4 for 50 yards (22-H.Smith). Pass 50, YAC 0",1212,NA,TRUE,"PASS","list(statId = c(4, 15, 111, 21, 115, 113, 79), yards = c(0, 50, 50, 50, 0, 0, 0), playerName = c(NA, ""T.Hill"", ""T.Hill"", ""D.Harris"", ""D.Harris"", ""D.Harris"", ""H.Smith""), team.id = c(""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043000-2019-8ed4-5a69-08ce2bf7af27""), team.abbreviation = c(""NO"", ""NO"", ""NO"", 
""NO"", ""NO"", ""NO"", ""MIN""), gsisPlayer.id = c(NA, ""32013030-2d30-3033-3333-3537640eb4b6"", ""32013030-2d30-3033-3333-3537640eb4b6"", ""32013030-2d30-3033-3532-3135f132f2f7"", ""32013030-2d30-3033-3532-3135f132f2f7"", ""32013030-2d30-3033-3532-3135f132f2f7"", ""32013030-2d30-3032-3936-30366a1af096""))","NO  1-10  NO 46",2,FALSE,NA,"(10:09) (Shotgun) N.Easton reported in as eligible.  T.Hill pass deep middle to D.Harris to MIN 4 for 50 yards (H.Smith). Pass 50, YAC 0",FALSE,NA,"18:56:32","NO 46",50,10,NA,"NO","Saints","https://static.www.nfl.com/image/private/{formatInstructions}/league/grhjkahghjkk17v43hdx",NA,NA,NA
"09:23",1,70,4,8,"2:12","09:18","",TRUE,TRUE,FALSE,"XP_KICK",1238,FALSE,"5",FALSE,"(9:23) A.Kamara right end for 4 yards, TOUCHDOWN.","(9:23) 41-A.Kamara right end for 4 yards, TOUCHDOWN.",1238,NA,FALSE,"RUSH","list(statId = c(3, 11), yards = c(0, 4), playerName = c(NA, ""A.Kamara""), team.id = c(""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""NO"", ""NO""), gsisPlayer.id = c(NA, ""32013030-2d30-3033-3339-3036f296898c""))","NO  1-Goal  MIN 4",2,TRUE,"TD","(9:23) A.Kamara right end for 4 yards, TOUCHDOWN.",FALSE,NA,"18:57:19","MIN 4",4,4,NA,"NO","Saints","https://static.www.nfl.com/image/private/{formatInstructions}/league/grhjkahghjkk17v43hdx","10043300-2019-7a23-65e6-76dca4e10c9a","NO","Saints"
"09:18",0,70,4,8,"2:12","","",FALSE,FALSE,FALSE,"XP_KICK",1260,FALSE,"5",FALSE,"W.Lutz extra point is GOOD, Center-Z.Wood, Holder-T.Morstead.","3-W.Lutz extra point is GOOD, Center-49-Z.Wood, Holder-6-T.Morstead.",1260,NA,NA,"XP_KICK","list(statId = 72, yards = 0, playerName = ""W.Lutz"", team.id = ""10043300-2019-7a23-65e6-76dca4e10c9a"", team.abbreviation = ""NO"", gsisPlayer.id = ""32013030-2d30-3033-3235-3639b354dd13"")","NO  XP  MIN 15",2,TRUE,"PAT","W.Lutz extra point is GOOD, Center-Z.Wood, Holder-T.Morstead.",TRUE,NA,"18:58:03","MIN 15",0,0,NA,"NO","Saints","https://static.www.nfl.com/image/private/{formatInstructions}/league/grhjkahghjkk17v43hdx","10043300-2019-7a23-65e6-76dca4e10c9a","NO","Saints"
"09:18",0,72,13,9,"6:24","","MIN 25",FALSE,FALSE,FALSE,"XP_KICK",1276,FALSE,"8",FALSE,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.","3-W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",1276,NA,NA,"KICK_OFF","list(statId = c(410, 44, 51), yards = c(75, 65, 0), playerName = c(""W.Lutz"", ""W.Lutz"", NA), team.id = c(""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043000-2019-8ed4-5a69-08ce2bf7af27""), team.abbreviation = c(""NO"", ""NO"", ""MIN""), gsisPlayer.id = c(""32013030-2d30-3033-3235-3639b354dd13"", ""32013030-2d30-3033-3235-3639b354dd13"", NA))","NO  KO  NO 35",2,FALSE,NA,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",TRUE,NA,"19:00:57","NO 35",40,0,NA,"NO","Saints","https://static.www.nfl.com/image/private/{formatInstructions}/league/grhjkahghjkk17v43hdx",NA,NA,NA
"09:18",1,72,13,9,"6:24","","MIN 25",FALSE,FALSE,FALSE,"XP_KICK",1291,FALSE,"12",FALSE,"(9:18) K.Cousins pass incomplete deep middle to A.Thielen.","(9:18) 8-K.Cousins pass incomplete deep middle to 19-A.Thielen.",1291,NA,FALSE,"PASS","list(statId = c(14, 115, 112), yards = c(0, 0, 20), playerName = c(""K.Cousins"", ""A.Thielen"", ""K.Cousins""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27""), team.abbreviation = c(""MIN"", ""MIN"", ""MIN""), gsisPlayer.id = c(""32013030-2d30-3032-3936-303492e9d55e"", ""32013030-2d30-3033-3030-3335960ad201"", ""32013030-2d30-3032-3936-303492e9d55e""))","MIN  1-10  MIN 25",2,FALSE,NA,"(9:18) K.Cousins pass incomplete deep middle to A.Thielen.",FALSE,NA,"19:01:37","MIN 25",0,10,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"09:11",2,72,13,9,"6:24","","MIN 28",FALSE,FALSE,FALSE,"XP_KICK",1313,FALSE,"12",FALSE,"(9:11) D.Cook right end to MIN 28 for 3 yards (M.Edwards; K.Alonso).","(9:11) 33-D.Cook right end to MIN 28 for 3 yards (97-M.Edwards; 54-K.Alonso).",1313,NA,FALSE,"RUSH","list(statId = c(10, 82, 82), yards = c(3, 0, 0), playerName = c(""D.Cook"", ""M.Edwards"", ""K.Alonso""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""MIN"", ""NO"", ""NO""), gsisPlayer.id = c(""32013030-2d30-3033-3338-39337f9ee497"", ""32013030-2d30-3033-3232-36356f6ff89e"", ""32013030-2d30-3033-3034-3031fbc833ac""))","MIN  2-10  MIN 25",2,FALSE,NA,"(9:11) D.Cook right end to MIN 28 for 3 yards (M.Edwards; K.Alonso).",FALSE,NA,"19:02:14","MIN 25",3,10,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"08:27",3,72,13,9,"6:24","","MIN 41",TRUE,FALSE,FALSE,"XP_KICK",1337,FALSE,"4",FALSE,"(8:27) (Shotgun) K.Cousins pass short middle to K.Rudolph to MIN 41 for 13 yards (D.Davis). Pass 1, YAC 12","(8:27) (Shotgun) 8-K.Cousins pass short middle to 82-K.Rudolph to MIN 41 for 13 yards (56-D.Davis). Pass 1, YAC 12",1337,NA,FALSE,"PASS","list(statId = c(4, 6, 15, 111, 21, 115, 113, 79), yards = c(0, 0, 13, 1, 13, 0, 12, 0), playerName = c(NA, NA, ""K.Cousins"", ""K.Cousins"", ""K.Rudolph"", ""K.Rudolph"", ""K.Rudolph"", ""D.Davis""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a""
), team.abbreviation = c(""MIN"", ""MIN"", ""MIN"", ""MIN"", ""MIN"", ""MIN"", ""MIN"", ""NO""), gsisPlayer.id = c(NA, NA, ""32013030-2d30-3032-3936-303492e9d55e"", ""32013030-2d30-3032-3936-303492e9d55e"", ""32013030-2d30-3032-3739-383145dad36a"", ""32013030-2d30-3032-3739-383145dad36a"", ""32013030-2d30-3032-3739-383145dad36a"", ""32013030-2d30-3032-3936-3037bf74ff59""))","MIN  3-7  MIN 28",2,FALSE,NA,"(8:27) (Shotgun) K.Cousins pass short middle to K.Rudolph to MIN 41 for 13 yards (D.Davis). Pass 1, YAC 12",FALSE,NA,"19:02:59","MIN 28",13,7,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"07:41",1,72,13,9,"6:24","","NO 37",TRUE,FALSE,FALSE,"XP_KICK",1361,FALSE,"5",FALSE,"(7:41) D.Cook right end to NO 37 for 22 yards (M.Williams; V.Bell).","(7:41) 33-D.Cook right end to NO 37 for 22 yards (43-M.Williams; 24-V.Bell).",1361,NA,TRUE,"RUSH","list(statId = c(3, 10, 82, 82), yards = c(0, 22, 0, 0), playerName = c(NA, ""D.Cook"", ""M.Williams"", ""V.Bell""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""MIN"", ""MIN"", ""NO"", ""NO""), gsisPlayer.id = c(NA, ""32013030-2d30-3033-3338-39337f9ee497"", ""32013030-2d30-3033-3338-39343397c6cc"", ""32013030-2d30-3033-3239-3339a61e7393""))","MIN  1-10  MIN 41",2,FALSE,NA,"(7:41) D.Cook right end to NO 37 for 22 yards (M.Williams; V.Bell).",FALSE,NA,"19:03:44","MIN 41",22,10,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"07:05",1,72,13,9,"6:24","","NO 36",FALSE,FALSE,FALSE,"XP_KICK",1386,FALSE,"12",FALSE,"(7:05) A.Mattison left tackle to NO 36 for 1 yard (T.Hendrickson).","(7:05) 25-A.Mattison left tackle to NO 36 for 1 yard (91-T.Hendrickson).",1386,NA,FALSE,"RUSH","list(statId = c(10, 79), yards = 1:0, playerName = c(""A.Mattison"", ""T.Hendrickson""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""MIN"", ""NO""), gsisPlayer.id = c(""32013030-2d30-3033-3439-373266fec4d2"", ""32013030-2d30-3033-3339-33352d286993""))","MIN  1-10  NO 37",2,FALSE,NA,"(7:05) A.Mattison left tackle to NO 36 for 1 yard (T.Hendrickson).",FALSE,NA,"19:04:20","NO 37",1,10,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"06:23",2,72,13,9,"6:24","","NO 32",FALSE,FALSE,FALSE,"XP_KICK",1407,FALSE,"3",FALSE,"(6:23) D.Cook right tackle to NO 32 for 4 yards (C.Gardner-Johnson; A.Klein).","(6:23) 33-D.Cook right tackle to NO 32 for 4 yards (22-C.Gardner-Johnson; 53-A.Klein).",1407,NA,FALSE,"RUSH","list(statId = c(10, 82, 82), yards = c(4, 0, 0), playerName = c(""D.Cook"", ""C.Gardner-Johnson"", ""A.Klein""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""MIN"", ""NO"", ""NO""), gsisPlayer.id = c(""32013030-2d30-3033-3338-39337f9ee497"", ""32013030-2d30-3033-3532-3533f7d2f9e1"", ""32013030-2d30-3033-3034-3633fea3232f""))","MIN  2-9  NO 36",2,FALSE,NA,"(6:23) D.Cook right tackle to NO 32 for 4 yards (C.Gardner-Johnson; A.Klein).",FALSE,NA,"19:05:02","NO 36",4,9,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"05:40",3,72,13,9,"6:24","","NO 24",TRUE,FALSE,FALSE,"XP_KICK",1428,FALSE,"2",FALSE,"(5:40) (Shotgun) K.Cousins pass short left to A.Thielen to NO 24 for 8 yards (M.Lattimore). Pass 8, YAC 0","(5:40) (Shotgun) 8-K.Cousins pass short left to 19-A.Thielen to NO 24 for 8 yards (23-M.Lattimore). Pass 8, YAC 0",1428,NA,FALSE,"PASS","list(statId = c(4, 6, 15, 111, 21, 115, 113, 79), yards = c(0, 0, 8, 8, 8, 0, 0, 0), playerName = c(NA, NA, ""K.Cousins"", ""K.Cousins"", ""A.Thielen"", ""A.Thielen"", ""A.Thielen"", ""M.Lattimore""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a""
), team.abbreviation = c(""MIN"", ""MIN"", ""MIN"", ""MIN"", ""MIN"", ""MIN"", ""MIN"", ""NO""), gsisPlayer.id = c(NA, NA, ""32013030-2d30-3032-3936-303492e9d55e"", ""32013030-2d30-3032-3936-303492e9d55e"", ""32013030-2d30-3033-3030-3335960ad201"", ""32013030-2d30-3033-3030-3335960ad201"", ""32013030-2d30-3033-3030-3335960ad201"", ""32013030-2d30-3033-3338-37349e488892""))","MIN  3-5  NO 32",2,FALSE,NA,"(5:40) (Shotgun) K.Cousins pass short left to A.Thielen to NO 24 for 8 yards (M.Lattimore). Pass 8, YAC 0",FALSE,NA,"19:05:46","NO 32",8,5,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"05:04",1,72,13,9,"6:24","","NO 22",FALSE,FALSE,FALSE,"XP_KICK",1457,FALSE,"12",FALSE,"(5:04) D.Cook left tackle to NO 22 for 2 yards (T.Stallworth).","(5:04) 33-D.Cook left tackle to NO 22 for 2 yards (95-T.Stallworth).",1457,NA,FALSE,"RUSH","list(statId = c(10, 79), yards = c(2, 0), playerName = c(""D.Cook"", ""T.Stallworth""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""MIN"", ""NO""), gsisPlayer.id = c(""32013030-2d30-3033-3338-39337f9ee497"", ""32013030-2d30-3033-3433-3235b1a40824""))","MIN  1-10  NO 24",2,FALSE,NA,"(5:04) D.Cook left tackle to NO 22 for 2 yards (T.Stallworth).",FALSE,NA,"19:06:22","NO 24",2,10,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"04:25",2,72,13,9,"6:24","","NO 3",TRUE,FALSE,TRUE,"XP_KICK",1482,FALSE,"7",FALSE,"(4:25) K.Cousins pass short right to D.Cook ran ob at NO 3 for 19 yards (M.Williams). Pass -5, YAC 24","(4:25) 8-K.Cousins pass short right to 33-D.Cook ran ob at NO 3 for 19 yards (43-M.Williams). Pass -5, YAC 24",1482,NA,FALSE,"PASS","list(statId = c(4, 15, 111, 21, 115, 113, 79), yards = c(0, 19, -5, 19, 0, 24, 0), playerName = c(NA, ""K.Cousins"", ""K.Cousins"", ""D.Cook"", ""D.Cook"", ""D.Cook"", ""M.Williams""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""MIN"", ""MIN"", 
""MIN"", ""MIN"", ""MIN"", ""MIN"", ""NO""), gsisPlayer.id = c(NA, ""32013030-2d30-3032-3936-303492e9d55e"", ""32013030-2d30-3032-3936-303492e9d55e"", ""32013030-2d30-3033-3338-39337f9ee497"", ""32013030-2d30-3033-3338-39337f9ee497"", ""32013030-2d30-3033-3338-39337f9ee497"", ""32013030-2d30-3033-3338-39343397c6cc""))","MIN  2-8  NO 22",2,FALSE,NA,"(4:25) K.Cousins pass short right to D.Cook ran ob at NO 3 for 19 yards (M.Williams). Pass -5, YAC 24",FALSE,NA,"19:07:01","NO 22",19,8,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
"04:07",1,72,13,9,"6:24","","NO 1",FALSE,TRUE,TRUE,"XP_KICK",1511,FALSE,"15",FALSE,"(4:07) A.Mattison left guard to NO 1 for 2 yards (V.Bell). NO-K.Alonso was injured during the play. His return is Questionable.","(4:07) 25-A.Mattison left guard to NO 1 for 2 yards (24-V.Bell). NO-54-K.Alonso was injured during the play. His return is Questionable.",1511,NA,FALSE,"RUSH","list(statId = c(10, 79), yards = c(2, 0), playerName = c(""A.Mattison"", ""V.Bell""), team.id = c(""10043000-2019-8ed4-5a69-08ce2bf7af27"", ""10043300-2019-7a23-65e6-76dca4e10c9a""), team.abbreviation = c(""MIN"", ""NO""), gsisPlayer.id = c(""32013030-2d30-3033-3439-373266fec4d2"", ""32013030-2d30-3033-3239-3339a61e7393""))","MIN  1-Goal  NO 3",2,FALSE,NA,"(4:07) A.Mattison left guard to NO 1 for 2 yards (V.Bell). NO-K.Alonso was injured during the play. His return is Questionable.",FALSE,NA,"19:11:12","NO 3",2,3,NA,"MIN","Vikings","https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu",NA,NA,NA
